"ID","Title","DOI","ResGrp","Institution","Journal","Year","AnalysisPgrm","CodeArchived","DAS","CorresAuthor","Preprints","Repository","Complete","Reuse","Access","Licence","Image","Genomics","Human","filepath","txt_filepath","is_open_data","open_data_category","is_open_code","open_data_statements","open_code_statements","Method"
193,"Mutations in RNU7-1 weaken secondary RNA structure, induce MCP-1 and CXCL10 in CSF, and result in Aicardi-Goutières Syndrome with severe end-organ involvement","10.1007/s10875-022-01209-5","Crow","IGC (Centre for Genomic and Experimental Medicine)","Journal of Clinical Immunology",2022,1,0,0,0,0,NA,1,1,1,1,NA,0,NA,"pdf/193.pdf","txt/193.txt",TRUE,"supplement",FALSE,"rela- consanguineous families of european origin (full clini- tive quantitation of target cdna was determined by the cal descriptions are given in supplemental data s1).;     in p2 the rnu7-1 allele con- ags patients with biallelic mutations in samhd1 (7.94) taining the n.40c > g mutation also harbored a n.52c > t rnaseh2b (10.14) or trex1 (11.60) (fig. 3b table s5 polymorphism which was predicted to further destabilize case descriptions in supplemental data s1).",NA,"oddpub"
194,"CD26-negative and CD26-positive tissue-resident fibroblasts contribute to functionally distinct CAF subpopulations in breast cancer","10.1038/s41467-023-35793-w","Brunton","IGC (Edinburgh Cancer Research)","Nature Communications",2023,1,1,1,0,1,"GEO",4,4,4,3,0,1,NA,"pdf/194.pdf","txt/194.txt",TRUE,"field-specific repository, supplement, data availability statement",FALSE,"the instrument following the manufacturer’s protocol “agilent high sensi- publicly available laser-microdissected human ilc and idc data35 used in tivity dna kit” and diluted to 10 nm before paired-end sequencing on this study are available in the gene expression omnibus database under the miseq and hiseq2500 illumina sequencing platforms.;     the publicly was performed using 25 cycles for read 1 8 cycles for read i7 and 117 available single-cell transcriptomics dataset of murine pdac5 used in cycles for read 2 using miseq reagent kit v3 (150-cycle) (ms-102-3001 this study is available in the gene expression omnibus database under illumina) hiseq pe rapid cluster kit v2 (pe-402-4002 ilumina) and accession code gse129455 (https://www.ncbi.nlm.nih.gov/geo/query/ hiseq rapid sbs kit v2 (200 cycles) (fc-402-4021 illumina).   various icaf- and mycaf- supplementary data 1).;     4k) and of 53 genes (see supplementary data 1 and supplementary fig.;     full analysis h–j are provided in source data ﬁle. can be found in supplementary data 1.;     the remaining data are available in supplementary data 1 and in cing was performed on the miseq and hiseq2500 illumina sequencing the source data ﬁle.   data availability ing the manufacturer’s protocol “agilent high sensitivity dna kit” the raw sequence data generated in this study are available at the gene (g2938",NA,"oddpub"
195,"SKOR1 mediates FER kinase-dependent invasive growth of breast cancer cells","10.1242/jcs.260243","Brunton","IGC (Edinburgh Cancer Research)","Journal of Cell Science",2023,1,0,1,0,1,"supp",2,3,2,2,0,NA,NA,"pdf/195.pdf","txt/195.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
196,"Microglia regulate myelin growth and integrity in the central nervous system","10.1038/s41586-022-05534-y","Williams","SBS (Institute for Regeneration and Repair, Centre for Regenerative Medicine)","Nature",2023,1,1,1,0,0,"GEO",3,4,4,3,0,1,NA,"pdf/196.pdf","txt/196.txt",TRUE,"data availability statement",TRUE,"data availability https://doi","triglycerides diglycerides below can be found in code scripts available on github (https://github. and monoglycerides were measured in positive ion mode with a neutral com/anna-williams/veronique-firemice).;     primary scripts available on github (https://github.com/anna-williams/ antibodies included iba1 (abcam 1:500; ab5076) and lyve1 (abcam veronique-firemice).;     electron microscopy of human tissue alsp tissue was acquired from the department of neuropathology code availability at charité-universitätsmedizin berlin and tissue from unaffected full details to replicate the analysis pipelines described below can individuals were obtained from the medical research council edin- be found in code scripts available on github (https://github.com/ burgh brain and tissue bank approved by the respective ethical review anna-williams/veronique-firemice). boards.","oddpub"
197,"Common mouse models of tauopathy reflect early but not late human disease","10.1186/s13024-023-00601-y","Rappsilber","SBS (Institute of Cell Biology)","Molecular Neurodegeneration",2023,1,1,1,0,0,"ProteomeXchange ",4,4,4,3,NA,NA,NA,"pdf/197.pdf","txt/197.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
198,"Type I interferonopathy due to a homozygous loss-of-inhibitory-function mutation in STAT2","10.1007/s10875-023-01445-3","Crow","IGC (Centre for Genomic and Experimental Medicine)","Journal of Clinical Immunology",2023,1,NA,NA,1,0,NA,1,1,1,1,0,0,NA,"pdf/198.pdf","txt/198.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
199,"Bouncing Back’ From Subclinical Malaria: Inflammation and Erythrocytosis After Resolution of P. falciparum Infection in Gambian Children","10.3389/fimmu.2022.780525","Mooney","IIIR","Frontiers in Immunology",2022,1,NA,0,1,0,"SM",3,3,2,4,NA,NA,1,"pdf/199.pdf","txt/199.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
200,"Intestinal inflammation and increased intestinal permeability in Plasmodium chabaudi AS infected mice","10.12688/wellcomeopenres.17781.2","Mooney","IIIR","Wellcome Open Research",2022,1,NA,1,1,1,"OSF, Edinburgh DataShare",4,4,4,4,1,1,NA,"pdf/200.pdf","txt/200.txt",TRUE,"data availability statement",FALSE,"data availability observed (e.g. ifnγ tnfα lactoferrin) as well as their location underlying data within the tissue and their contribution to intestinal permeability. open science framework",NA,"oddpub"
201,"An enhanced toolkit for the generation of knockout and marker-free fluorescent Plasmodium chabaudi","10.12688/wellcomeopenres.15587.2","Mooney","IIIR","Wellcome Open Research",2020,1,0,1,2,1,"OSF",4,4,4,4,1,1,NA,"pdf/201.pdf","txt/201.txt",TRUE,"general-purpose repository",FALSE,"images of the whole field of view can be seen in the original data file available at https://doi.org/10.17605/osf.io/65rw3.;     this is only observed for schizont- infected erythrocytes and erythrocytes infected with all other stages do not form rosettes (please refer to original data for more images of this available at https://doi.org/10.17605/osf.io/65rw3).",NA,"oddpub"
202,"Natural Killer Cells Dampen the Pathogenic Features of Recall Responses to Influenza Infection","10.3389/fimmu.2020.00135","Mooney","IIIR","Frontiers in Immunology",2020,1,NA,0,1,1,"SM",2,3,2,4,0,NA,NA,"pdf/202.pdf","txt/202.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
203,"Influenza Vaccination Primes Human Myeloid Cell Cytokine Secretion and NK Cell Function","10.4049/jimmunol.1801648","Mooney","IIIR","The Journal of Immunology",2019,1,NA,0,3,0,"SM, GEO",3,4,4,2,NA,1,NA,"pdf/203.pdf","txt/203.txt",TRUE,"field-specific repository",FALSE,"minseqe compliant raw and processed sequencing data are deposited in the ncbi geo public database (https:// www.ncbi.nlm.nih.gov/geo/ (gse133478)).",NA,"oddpub"
204,"Haemolysis and haem oxygenase-1 induction during persistent “asymptomatic” malaria infection in Burkinabé children","10.1186/s12936-018-2402-6","Mooney","IIIR","Malaria Journal",2018,1,NA,0,1,0,NA,2,2,2,4,NA,NA,0,"pdf/204.pdf","txt/204.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
205,"Loss of Multicellular Behavior in Epidemic African Nontyphoidal Salmonella enterica Serovar Typhimurium ST313 Strain D23580","10.1128/mbio.02265-15","Mooney","IIIR","mBio",2016,0,NA,NA,0,0,"SM",2,3,2,3,0,NA,NA,"pdf/205.pdf","txt/205.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
206,"Inflammation-associated alterations to the intestinal microbiota reduce colonization resistance against non-typhoidal Salmonella during concurrent malaria parasite infection","10.1038/srep14603","Mooney","IIIR","Scientific Reports",2015,1,NA,NA,0,0,"SM, GEO",2,2,3,4,0,1,NA,"pdf/206.pdf","txt/206.txt",TRUE,"field-specific repository",FALSE,"16s rrna sequences are deposited in the sequence read archive (bioproject prjna287262) at the national center of biotechnology information (ncbi).",NA,"oddpub"
207,"The mucosal inflammatory response to non-typhoidal Salmonella in the intestine is blunted by IL-10 during concurrent malaria parasite infection","10.1038/mi.2014.18","Mooney","IIIR","Mucosal Immunology",2014,1,NA,NA,0,0,"SM, GEO",2,2,3,3,0,1,NA,"pdf/207.pdf","txt/207.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
208,"Peptide microarray IgM and IgG screening of pre-SARS-CoV-2 human serum samples from Zimbabwe for reactivity with peptides from all seven human coronaviruses: a cross-sectional study","10.1016/S2666-5247(22)00295-6","Mutapi","IIIR","The Lancet Microbe",2023,1,NA,0,1,0,"SM",2,3,2,3,NA,NA,1,"pdf/208.pdf","txt/208.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
209,"Pharmacogenetics of Praziquantel Metabolism: Evaluating the Cytochrome P450 Genes of Zimbabwean Patients During a Schistosomiasis Treatment","10.3389/fgene.2022.914372","Mutapi","IIIR","Frontiers in Genetics",2022,1,1,1,2,0,"NCBI, SM",4,3,4,4,NA,1,1,"pdf/209.pdf","txt/209.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
210,"Immunomics-Guided Antigen Discovery for Praziquantel-Induced Vaccination in Urogenital Human Schistosomiasis","10.3389/fimmu.2021.663041","Mutapi","IIIR","Frontiers in Immunology",2021,1,NA,1,0,1,"SM",3,4,4,4,0,NA,0,"pdf/210.pdf","txt/210.txt",TRUE,"data availability statement",FALSE,"data availability statement grants program atmc50322",NA,"oddpub"
211,"Six rounds of annual praziquantel treatment during a national helminth control program significantly reduced schistosome infection and morbidity levels in a cohort of schoolchildren in Zimbabwe","10.1371/journal.pntd.0008388","Mutapi","IIIR","PLOS Neglected Tropical Diseases",2020,1,NA,1,1,1,"Figshare, SM",3,4,4,4,NA,NA,1,"pdf/211.pdf","txt/211.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
212,"In-depth proteomic characterization of Schistosoma haematobium: Towards the development of new tools for elimination","10.1371/journal.pntd.0007362","Mutapi","IIIR","PLOS Neglected Tropical Diseases",2019,1,NA,1,0,1,"Figshare, SM, PRIDE",4,4,4,4,NA,1,1,"pdf/212.pdf","txt/212.txt",TRUE,"field-specific repository, supplement",FALSE,"by combining a comprehensive protein fractionation approach consisting of offgel elec- data availability statement: mass spectrometry trophoresis with high-throughput mass spectrometry we have performed the first in-depth data along with the identification results have been deposited to the proteomexchange consortium via characterisation of the different discrete proteomes of s. haematobium that are predicted to the pride partner repository with the dataset interact with human host tissues including the secreted and tegumental proteomes of adult identifiers pxd011137 and 10.6019/pxd011137. flukes and secreted and soluble egg proteomes.;     mass spectrometry data along with the identification results have been deposited to the proteomexchange consortium via the pride partner repository [95] with the dataset identifiers pxd011137 and 10.6019/ pxd011137.     xls) s2 table",NA,"oddpub"
213,"Dynamics of paediatric urogenital schistosome infection, morbidity and treatment: a longitudinal study among preschool children in Zimbabwe","10.1136/bmjgh-2017-000661","Mutapi","IIIR","BMJ Global Health",2018,1,NA,1,2,0,NA,2,2,2,4,NA,NA,1,"pdf/213.pdf","txt/213.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
